"","study.accession","experiment.accession","strain","sample_title","description","cell_line","sample_name","bioproject_id"
"194","DRP002586","DRX022648","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"195","DRP002586","DRX022603","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"196","DRP002586","DRX022557","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"197","DRP002586","DRX022481","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"198","DRP002586","DRX022539","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"199","DRP002586","DRX022526","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"200","DRP002586","DRX022584","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"201","DRP002586","DRX022698","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"202","DRP002586","DRX022559","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"203","DRP002586","DRX022591","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"204","DRP002586","DRX022509","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"205","DRP002586","DRX022607","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"206","DRP002586","DRX022673","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"207","DRP002586","DRX022594","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"208","DRP002586","DRX022482","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"209","DRP002586","DRX022663","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"210","DRP002586","DRX022684","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"211","DRP002586","DRX022497","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"212","DRP002586","DRX022493","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"213","DRP002586","DRX022476","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"214","DRP002586","DRX022617","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"215","DRP002586","DRX022715","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"216","DRP002586","DRX022680","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"217","DRP002586","DRX022536","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"218","DRP002586","DRX022501","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"219","DRP002586","DRX022566","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"220","DRP002586","DRX022666","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"221","DRP002586","DRX022678","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"222","DRP002586","DRX022542","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"223","DRP002586","DRX022470","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"224","DRP002586","DRX022537","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"225","DRP002586","DRX022560","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"226","DRP002586","DRX022598","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"227","DRP002586","DRX022602","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"228","DRP002586","DRX022717","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"229","DRP002586","DRX022609","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"230","DRP002586","DRX022682","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"231","DRP002586","DRX022656","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
